TAHUN;NAMA PROVINSI;NAMA KABUPATEN/KOTA;NAMA KECAMATAN;NAMA KELURAHAN;JUMLAH KK;LUAS WILAYAH (KM2);KEPADATAN (JIWA/KM2);15-19 Laki-Laki;15-19 Perempuan;20-24 Laki-Laki;20-24 Perempuan;25-29 Laki-Laki;25-29 Perempuan;30-34 Laki-Laki;30-34 Perempuan;35-39 Laki-Laki;35-39 Perempuan;40-44 Laki-Laki;40-44 Perempuan;45-49 Laki-Laki;45-49 Perempuan;50-54 Laki-Laki;50-54 Perempuan;55-59 Laki-Laki;55-59 Perempuan;60-64 Laki-Laki;60-64 Perempuan;>65 Laki-Laki;>65 Perempuan;JUMLAH RT;JUMLAH RW;JUMLAH KELAHIRAN;JUMLAH KEMATIAN
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;CIKINI;3549;0.8209;12645;394;410;419;355;401;406;410;376;434;429;428;413;366;417;354;355;285;307;237;232;287;377;66;5;106;57
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;CIKOKO;4366;0.7169;18120;468;455;437;458;455;448;536;572;621;670;650;580;534;527;411;399;308;337;196;226;320;331;42;5;132;70
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;20161;6.046;10213;2557;2524;2183;2174;2161;2238;2231;2525;2781;2891;2644;2686;2608;2587;2134;2095;1556;1519;109;118;1567;1799;148;13;596;191
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;10438;3.5266;8740;1179;1118;1577;1026;1336;1236;1396;1356;1515;1502;1345;1366;1174;1099;927;815;611;606;414;435;518;594;72;7;396;113
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CILANGKAP;9862;6.0354;5362;1426;1326;135;1317;1338;1362;1324;1448;1489;1463;1402;1418;1292;1215;988;925;654;592;431;416;433;435;46;6;457;104
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;16261;1.76353;27611;188;1734;1901;1841;1818;201;2041;2069;2298;229;2101;2026;189;1807;1475;1519;1118;1155;822;933;1058;1261;130;16;677;273
2018;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;CILINCING;17181;6.3125;8567;2175;2099;2051;201;2352;2219;2493;2454;2792;2803;2231;2163;1881;1676;1339;1332;103;1072;782;754;877;849;133;10;909;259
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;9272;3.085;9976;127;1081;1244;1122;1259;1316;1384;1422;1542;1458;135;1281;1137;1165;971;926;709;707;511;491;605;603;59;8;409;111
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIPEDAK;13520;3.9705;11267;1959;1903;174;1692;1644;1782;1711;1897;2062;2215;1976;2031;1716;162;1376;1178;931;969;709;662;695;680;65;6;636;173
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;10535;2.3223;13855;1309;128;1257;1223;118;1179;1293;1301;1418;1461;1352;1366;1289;1322;1127;1091;850;850;554;553;730;876;75;7;341;129
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;CIPETE UTARA;13627;1.825;22634;1672;1654;1554;1534;1486;1535;1653;1727;1984;1997;1922;1829;1679;1608;1393;1215;976;957;643;616;849;949;105;11;422;190
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;CIPINANG;16059;1.53;31387;1942;1736;1839;1686;1769;1838;1861;195;2114;2175;2056;2047;198;2011;1613;1641;1203;1223;802;819;1082;1476;183;18;634;326
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;13694;1.6259;26316;1754;1675;1666;157;1693;1723;1866;1888;1993;1993;189;1734;1628;1574;1275;12;935;906;682;734;886;983;130;10;620;216
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;19085;1.152;51013;2416;2244;2307;2188;237;2365;2567;2378;2859;2726;2576;2311;2161;2076;1701;1693;1312;1365;997;991;1185;1338;192;14;812;304
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;13043;1.29;30488;157;1468;1489;1451;1379;1446;1458;1451;1619;1662;1518;1675;1595;1587;1421;1471;1062;1157;796;866;1182;1576;154;11;467;244
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;16421;2.5279;20328;2085;2017;186;1815;1867;2011;2081;2174;2416;2431;217;2151;1996;1897;1553;1617;1207;1367;963;1018;1288;1287;135;13;636;239
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;21731;2.895;23133;2538;2384;2375;2237;2449;2513;2785;2883;3247;3356;2993;291;2592;2444;1877;1877;1471;1647;1192;1323;1886;1966;184;16;882;343
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;CIPULIR;15350;1.933;24784;1971;194;1752;1792;1727;1805;1927;1976;2222;2339;2189;2161;1983;1852;1524;1427;1088;1114;767;747;1012;1105;139;11;620;203
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIRACAS;24831;3.9303;19720;3247;3006;3258;2934;3139;3252;3332;3479;3762;3621;3142;3138;2732;2751;2317;2292;1736;1833;13;1379;1354;1133;142;10;1165;339
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;DUKUH;9385;1.9809;15119;117;1203;1125;1065;1147;1167;1267;1386;1404;1456;1306;1232;1099;1056;853;860;649;637;463;521;544;554;66;6;447;144
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;22566;4.5555;16007;2854;2879;2592;2532;2569;2859;3007;3129;3603;3624;3287;3215;2744;2679;2036;2107;1598;1693;1268;1415;1886;2028;182;17;913;280
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;DUREN TIGA;11012;1.924;17559;1356;1244;1266;1259;1238;1262;1277;137;1541;161;1513;1458;1426;1391;1187;106;834;811;530;526;779;959;79;7;395;167
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;DURI KEPA;23356;3.87;18664;255;2496;2421;2394;2841;2792;3262;3496;3819;3665;3093;3057;2551;2531;2015;1976;1553;1769;1325;156;2163;2354;135;14;913;290
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;28671;5.91;15692;3625;3617;3553;3613;3948;4096;4243;4204;4475;4579;384;3615;3287;3196;2642;2601;1986;2028;1449;1442;1500;1515;175;15;1315;327
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;DURI PULO;7989;0.7071;35767;1095;995;980;931;941;926;1068;972;1131;1087;1017;1018;961;897;828;796;663;652;491;490;644;783;123;11;295;179
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI SELATAN;5513;0.343;50618;720;665;653;618;643;672;755;732;811;799;723;686;673;615;557;530;464;482;327;367;503;639;70;6;193;99
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI UTARA;7766;0.405;59719;936;897;894;871;974;941;1042;1059;1144;1159;1047;957;913;862;820;687;643;571;418;467;587;736;93;8;287;125
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;GALUR;7229;0.262;88744;978;902;864;892;943;860;981;967;1078;998;1006;922;912;792;741;703;573;515;391;386;443;532;84;7;293;120
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;GAMBIR;1076;2.5828;1196;117;114;131;134;128;103;138;105;135;138;139;111;147;144;128;111;77;89;77;64;75;112;13;3;20;18
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;8598;1.77;14962;1088;1047;910;975;918;1015;1035;1117;1201;1274;1098;1145;105;1077;929;842;699;671;453;485;579;766;75;7;285;95
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GANDARIA UTARA;15640;1.5207;31381;1877;1904;1717;1695;1635;1717;1868;1947;2157;227;2049;2089;2003;2025;1659;1625;1191;1092;864;952;1192;1431;147;15;484;217
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;GEDONG;13486;2.634;16440;1759;1667;166;1645;162;1751;1855;186;1996;2014;1817;1828;1643;1672;1346;1194;963;994;658;737;968;1069;117;12;579;126
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;GELORA;1381;2.5913;1546;145;139;136;144;139;163;152;154;163;178;187;187;171;164;147;134;99;99;71;80;106;130;12;2;49;15
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;GLODOK;3262;0.376;23965;265;273;274;282;327;308;338;361;401;381;318;332;295;316;293;318;293;315;295;313;535;716;61;5;78;72
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;GONDANGDIA;1603;1.4582;3430;171;161;175;158;177;179;180;209;177;189;167;208;175;183;171;189;163;161;119;157;250;367;40;5;50;26
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;GROGOL;6943;1.2248;16811;762;708;700;738;766;767;870;855;930;960;853;799;864;768;738;729;556;564;404;424;619;850;114;10;230;131
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL SELATAN;17058;2.865;18598;2191;2093;203;1947;1999;1984;2158;2158;2446;2463;2279;2311;2168;2149;1753;1643;1352;1254;903;924;1141;1271;117;11;634;248
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL UTARA;16820;3.325;15641;2137;2011;1918;1868;1852;1967;2112;2134;2436;2463;2252;2247;2148;2052;1738;1685;1238;1208;890;817;1147;1357;166;16;695;248
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;GUNTUR;1688;0.6594;7175;139;171;182;169;147;160;185;168;167;216;205;198;187;185;175;196;154;144;121;143;201;254;23;3;43;19
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GUNUNG;3691;1.323;8424;444;446;418;450;421;390;405;430;422;428;413;436;425;450;473;419;313;308;252;253;366;468;69;7;118;45
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;GUNUNG SAHARI SELATAN;8135;1.531;15832;1023;948;919;860;866;830;950;956;1027;1021;918;935;945;917;830;812;650;682;509;526;744;927;122;10;255;135
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;7102;1.8967;10952;819;766;787;772;695;715;742;733;764;836;815;846;811;872;752;796;652;612;469;528;824;1083;99;7;178;93
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;HALIM PERDANA KUSUMAH;9503;13.0685;2698;1718;161;1573;135;1375;1436;1497;1419;1352;1562;1442;1539;1616;1526;1224;1185;925;699;451;379;463;487;146;16;448;87
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;HARAPAN MULIA;9218;0.5345;54408;1191;1103;1106;1003;1075;1119;1195;1197;1367;1274;1185;1158;119;1102;912;833;675;680;488;563;619;842;120;9;405;128
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;22825;4.85;15183;3133;2912;2727;2687;2754;2907;2918;3119;3552;3742;3211;3237;2845;2758;2248;2058;1603;171;1176;124;1332;1293;82;7;956;285
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATI;12717;2.155;18226;16;1452;1378;1383;1279;1366;1389;1576;1658;1759;1677;1768;1739;1708;1283;1329;1024;993;693;800;1239;1626;137;11;428;191
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;14516;2.4977;18159;1779;1819;1584;1636;172;1833;1829;1978;2158;2191;1995;1955;173;1692;1356;1326;1047;1117;738;801;1024;1148;101;10;604;236
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;PALMERAH;JATI PULO;34507;0.876;40293;4161;3846;3783;3588;4075;4157;4663;4695;5587;5561;4859;4725;4184;3786;3081;2718;2094;2011;1333;1208;1294;1135;150;10;457;219
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;JATINEGARA;9654;6.5975;15761;12;1134;1145;1163;1174;1154;1254;1283;1431;1384;1286;1209;1172;1143;931;860;705;696;466;457;524;563;173;14;1432;295
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;11359;1.2345;24070;1442;1322;135;1333;1372;1333;1482;1435;1661;1633;1448;1391;133;131;116;1044;826;881;619;664;788;978;81;8;414;134
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR;12006;1.4447;25146;1342;1239;1129;1204;1184;1235;1596;1571;173;1789;1593;1632;1455;1396;1146;1151;869;894;674;864;1335;1586;139;11;352;166
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR BARU;15024;1.438;32094;1618;1566;1488;1427;1635;1652;21;2172;2477;2413;2061;202;1751;1575;1311;1293;106;1109;847;1052;1502;1794;142;13;503;212
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN BESI;12399;0.5531;66554;1397;1369;1311;1407;1565;1494;1913;18;2062;1765;1728;1369;1467;116;1134;934;800;772;550;475;589;660;100;10;502;146
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN LIMA;8545;0.4631;55532;979;902;927;970;1079;1008;1203;1116;1307;1185;1096;959;989;866;805;746;630;643;480;519;620;782;107;8;284;151
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;JOGLO;14882;4.859;10026;196;1746;1763;1689;1763;1914;2019;2255;2427;2501;2049;2085;1815;1657;1413;1321;969;1083;799;885;1196;1128;114;9;603;168
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;JOHAR BARU;14768;1.191;38969;2019;1871;168;1625;1624;1741;1743;176;2022;2047;1891;1949;1903;1837;1529;1502;1107;1143;833;897;1178;1511;174;11;553;46
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;KALI ANYAR;9603;0.318;93484;1154;112;1094;1041;1289;1214;1432;1375;1618;1417;1365;1187;1115;950;917;765;667;640;425;498;535;563;101;9;421;150
2018;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;KALI BARU;28022;2.467;34481;3663;3558;3444;336;3675;3616;3843;364;4248;4239;3508;3515;2879;2572;2081;1997;1594;1653;968;1087;1227;1313;172;14;1437;499
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;KALIBATA;16250;2.286;22268;2022;1928;1831;1737;1818;204;2165;226;2487;2452;2246;2202;2121;1899;1545;1519;1058;1156;772;868;1141;1254;133;10;710;186
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KALIDERES;27646;5.7105;15314;3565;3406;3407;3369;3649;381;3875;381;4323;4261;3735;3785;3399;3177;2583;2601;1881;1827;1246;1159;1332;1355;181;17;1102;270
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;KALISARI;15446;2.8945;17715;2279;2055;2082;203;2155;2281;2171;2216;2287;2311;1941;2048;1864;1829;1501;1586;1238;1274;952;780;921;897;103;10;706;189
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KAMAL;20031;4.9027;13053;2797;2536;2575;2531;2712;2775;3015;2941;3223;3277;2681;2633;2407;2156;1631;1564;1186;1061;701;620;716;657;102;10;905;232
2018;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAMAL MUARA;4675;10.534;1406;612;585;573;515;610;579;634;668;755;748;583;621;539;533;387;340;276;298;212;204;325;328;45;6;192;57
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KAMPUNG BALI;4820;0.734;20198;616;673;546;532;553;532;522;583;642;577;569;561;514;512;496;488;409;390;304;321;412;544;81;10;178;103
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;10277;0.4783;65637;1311;1214;1182;1194;1286;1243;1403;1341;1517;1394;1252;1101;112;981;937;957;763;771;602;551;630;755;113;9;470;186
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;8415;0.3011;90790;114;1143;1074;1007;1048;1039;1141;1205;1267;1168;1186;1108;1101;931;794;774;593;607;453;434;544;639;104;8;338;132
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KAMPUNG TENGAH;52628;2.0252;26290;666;6314;6112;6169;6803;7078;7839;7582;8744;8407;7152;6866;6018;5455;4454;4372;3537;3326;2272;2028;2070;1897;89;10;783;223
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;KAPUK;13273;5.6268;29196;1667;1577;158;1471;1615;1644;1897;2006;2091;2134;1779;1653;1519;1436;1169;1162;991;993;771;693;952;1017;222;16;2291;659
2018;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAPUK MUARA;11324;10.055;4191;131;1235;1175;1174;1226;1237;1413;1394;1572;1482;1395;1289;1312;1186;1096;1016;901;873;666;744;931;1243;110;10;576;146
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;4118;0.511;65636;456;417;422;392;419;394;435;456;519;556;516;518;523;530;495;425;298;311;229;211;286;414;167;13;375;99
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET;6429;0.9363;12573;757;660;713;705;707;768;839;820;910;933;825;869;770;722;634;618;482;531;365;366;423;469;61;7;129;70
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;1203;1.789;10767;122;114;125;95;103;117;140;157;145;145;126;160;148;137;111;104;79;82;76;60;105;121;75;6;220;106
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;8206;0.8979;3644;1002;935;921;843;787;845;998;991;1177;1201;1066;1033;994;919;830;672;516;541;418;386;497;584;17;3;32;13
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;9788;1.5343;15765;1126;1106;1026;1032;1003;997;1118;1105;1206;1248;1116;1123;107;1035;960;934;846;841;620;687;929;1274;67;8;311;57
2018;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARTINI;10536;0.568;50009;1285;1174;1147;1064;1084;1165;1218;1213;1339;1396;127;1272;1195;1292;1053;105;784;834;561;627;706;877;127;9;288;98
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KAYU MANIS;16851;0.576;53372;1842;1754;173;1637;1758;1756;1951;2042;2212;227;214;2247;1973;2039;1577;1581;1104;1102;735;911;1475;1835;133;9;386;188
2018;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;KAYU PUTIH;7239;4.3715;11120;795;756;805;752;849;825;935;913;1007;958;954;860;849;729;748;674;566;515;412;407;542;739;180;17;566;271
2018;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;KEAGUNGAN;16788;0.3176;67191;2101;2069;2036;2046;2136;2158;232;2357;2564;2625;2313;2323;1955;182;1548;1466;1116;12;835;850;944;913;118;10;284;104
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;KEBAGUSAN;15915;2.26;23553;2017;1881;1721;1694;1658;1781;1898;1938;2344;2347;2291;2363;2116;1962;1606;1492;1112;1225;802;851;1255;1339;88;8;720;258
2018;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA SELATAN;16845;2.5722;19154;211;2028;1821;1772;1828;1913;2158;2206;2568;2551;2419;2302;2103;1959;16;1474;1169;1164;763;866;1204;1184;138;12;574;176
