TAHUN;NAMA PROVINSI;NAMA KABUPATEN/KOTA;NAMA KECAMATAN;NAMA KELURAHAN;JUMLAH KK;LUAS WILAYAH (KM2);KEPADATAN (JIWA/KM2);15-19 Laki-Laki;15-19 Perempuan;20-24 Laki-Laki;20-24 Perempuan;25-29 Laki-Laki;25-29 Perempuan;30-34 Laki-Laki;30-34 Perempuan;35-39 Laki-Laki;35-39 Perempuan;40-44 Laki-Laki;40-44 Perempuan;45-49 Laki-Laki;45-49 Perempuan;50-54 Laki-Laki;50-54 Perempuan;55-59 Laki-Laki;55-59 Perempuan;60-64 Laki-Laki;60-64 Perempuan;>65 Laki-Laki;>65 Perempuan;JUMLAH RT;JUMLAH RW;JUMLAH KELAHIRAN;JUMLAH KEMATIAN
2014;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;CILINCING;15325;8.31;6144;2021;1882;2267;2082;2391;2334;2839;2749;2402;2251;2036;1803;1550;1426;1174;1221;974;904;636;576;626;594;133;10;1049;309
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;7814;3.08;8603;1090;953;1096;1048;1126;1120;1323;1297;1243;1176;1071;1074;975;888;732;745;540;493;392;306;391;403;59;8;438;116
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIPEDAK;10619;4.24;8644;1561;1466;1365;1406;1340;1456;1670;1789;1703;1793;1575;1515;1399;1192;1008;942;763;733;484;356;465;460;64;6;587;164
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;9620;2.37;12797;1233;1128;1144;1108;1205;1197;1427;1384;1349;1326;1316;1324;1189;1188;1072;952;631;629;439;382;588;692;75;7;426;142
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;CIPETE UTARA;12002;1.83;20741;1461;1418;1379;1355;1434;1436;1857;1784;1896;1812;1744;1592;1518;1318;1168;1016;769;721;536;493;667;691;105;11;573;170
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;CIPINANG;15145;1.54;30061;1800;1625;1645;1619;1802;1762;2163;2101;2127;2098;2049;2057;1882;1850;1462;1355;989;946;624;706;1021;1249;183;18;633;339
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;12098;1.63;24163;1611;1485;1521;1426;1631;1658;1972;1912;1913;1792;1696;1541;1404;1265;1040;1012;818;802;549;534;709;767;128;10;589;251
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;17442;1.15;48870;2314;2033;2228;2141;2478;2211;2794;2763;2786;2409;2303;2065;1960;1877;1484;1495;1189;1160;796;767;982;1047;192;14;841;430
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;11977;1.67;23007;1474;1377;1391;1333;1433;1366;1639;1623;1646;1670;1637;1667;1576;1569;1281;1298;943;965;703;695;980;1341;154;11;469;264
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;14635;2.53;18817;1826;1702;1703;1688;1785;1937;2315;2323;2255;2145;1998;1839;1743;1725;1353;1431;1097;1164;825;737;1002;940;135;13;691;305
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;19881;2.9;21950;2241;2086;2322;2122;2525;2584;3271;3218;3144;3132;2774;2440;2106;2068;1720;1715;1377;1544;1108;1082;1644;1511;184;16;953;364
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;CIPULIR;13436;1.94;22431;1634;1592;1584;1504;1650;1682;2042;2124;2201;2100;1998;1809;1677;1494;1245;1182;917;861;590;592;799;772;139;11;683;207
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIRACAS;21603;3.93;17836;2819;2696;2906;2692;2965;3153;3641;3444;3310;3070;2817;2735;2478;2411;2013;1996;1485;1552;1100;820;812;700;138;10;1115;396
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;DUKUH;8063;1.98;13419;982;959;1016;968;1108;1164;1324;1348;1283;1186;1104;1042;960;882;701;701;526;579;393;314;413;409;66;6;458;145
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;20213;4.58;14541;2504;2446;2360;2413;2615;2746;3468;3394;3273;3227;2862;2748;2258;2184;1805;1856;1405;1470;1110;1159;1407;1368;182;17;936;376
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;DUREN TIGA;10004;2.45;13026;1255;1189;1183;1087;1219;1201;1442;1515;1532;1449;1503;1412;1312;1167;997;921;647;590;425;445;658;756;79;7;420;162
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;DURI KEPA;20617;3.86;17142;2190;2187;2514;2361;2941;3058;3642;3506;3304;3112;2638;2510;2184;2076;1745;1818;1443;1640;1265;1251;1576;1645;137;14;1006;347
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;23669;5.03;15949;3135;3120;3392;3316;3574;3594;4139;4136;3764;3626;3207;2975;2692;2583;2147;2070;1610;1592;1009;775;954;1063;164;15;1336;282
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;DURI PULO;7803;0.72;34985;957;907;971;905;1086;1005;1233;1185;1161;1093;1031;949;980;886;798;731;599;572;432;426;528;681;123;11;323;140
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI SELATAN;4995;0.42;40402;648;565;685;639;703;711;820;827;747;711;703;658;650;583;504;507;380;401;289;312;419;512;70;6;247;93
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI UTARA;7390;0.4;60908;926;846;929;920;1095;1046;1205;1205;1164;1043;985;912;917;778;753;640;509;499;351;390;476;592;93;8;355;129
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;GALUR;6897;0.27;80181;866;816;879;807;920;895;1081;1002;1033;935;1024;842;811;723;655;604;473;416;280;280;364;423;84;7;291;80
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;GAMBIR;1142;2.58;1323;140;127;128;119;147;114;161;153;166;151;176;152;154;139;107;104;87;89;47;54;91;113;13;3;30;30
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;7670;1.76;13880;936;937;813;861;880;975;1164;1154;1135;1183;1045;1055;1021;902;793;752;513;487;335;303;429;581;75;7;362;143
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GANDARIA UTARA;14177;1.52;29715;1704;1626;1535;1501;1644;1695;2165;2104;2038;2048;2050;2084;1866;1750;1408;1289;1044;1044;669;728;987;1138;147;15;657;313
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;GEDONG;11747;2.65;14623;1494;1460;1491;1437;1562;1603;1874;1848;1807;1763;1609;1650;1458;1330;1129;1019;786;812;610;618;707;709;117;12;523;220
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;GELORA;1281;2.59;1424;132;138;110;139;140;132;159;169;176;177;174;174;165;133;111;116;96;76;75;63;84;110;12;2;50;22
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;GLODOK;3082;0.38;23842;277;271;294;300;339;348;390;382;342;339;307;325;327;353;317;316;332;352;307;305;393;572;61;5;98;76
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;GONDANGDIA;1525;1.46;3375;150;167;177;161;175;197;175;194;174;215;190;203;179;191;181;178;153;169;100;137;228;309;40;5;70;38
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;GROGOL;6568;1.22;16771;710;704;706;721;844;809;937;956;941;860;946;801;825;813;705;653;491;469;353;361;545;774;114;10;279;105
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL SELATAN;15235;2.85;17188;1930;1763;1854;1761;1907;1899;2344;2280;2270;2267;2224;2111;1959;1735;1551;1382;1072;1029;681;698;895;939;117;11;692;256
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL UTARA;15084;3.33;14371;1848;1759;1742;1764;1869;1861;2321;2238;2239;2219;2136;2014;1893;1745;1487;1381;1027;919;711;632;911;1027;166;16;705;241
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;GUNTUR;1527;0.65;7208;173;161;131;160;175;150;164;204;208;223;187;194;201;201;171;159;124;153;118;126;166;210;23;3;31;41
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GUNUNG;3322;1.32;8061;417;406;379;383;370;383;430;416;408;434;439;443;474;464;388;339;270;281;195;191;317;384;69;7;139;51
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;GUNUNG SAHARI SELATAN;7780;0.53;44842;885;868;866;822;892;915;1093;1048;977;1002;1009;957;911;882;790;745;643;612;423;487;593;740;122;10;347;189
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;6584;1.98;9991;731;666;655;662;715;710;806;786;792;848;853;885;768;801;724;688;558;546;389;463;624;827;99;7;229;109
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;HALIM PERDANA KUSUMAH;8863;13.07;2571;1448;1373;1369;1221;1584;1376;1364;1481;1431;1536;1614;1633;1367;1359;1126;930;704;484;318;294;342;340;146;16;461;123
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;HARAPAN MULIA;8431;0.91;29947;1062;951;979;934;1079;1094;1386;1305;1269;1226;1189;1127;1061;930;803;740;573;650;397;393;482;656;120;9;401;165
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;18543;4.85;12902;2452;2424;2362;2298;2376;2465;3065;3166;2981;2948;2659;2617;2280;2024;1682;1705;1296;1313;845;706;902;906;82;7;1088;298
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATI;11573;2.15;17499;1397;1353;1215;1263;1291;1392;1626;1697;1782;1763;1790;1743;1474;1490;1131;1113;812;835;644;692;1082;1345;137;11;523;269
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;12664;2.5;16551;1527;1510;1488;1489;1657;1677;2016;2085;1990;1939;1791;1681;1464;1387;1117;1198;874;929;644;591;780;870;101;10;639;243
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;PALMERAH;JATI PULO;10275;0.87;38293;1281;1222;1301;1244;1375;1310;1649;1588;1525;1459;1350;1305;1318;1120;934;953;699;747;465;451;650;808;150;10;524;230
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;JATINEGARA;30417;6.6;14206;3535;3295;3718;3587;4093;4174;5447;5318;4949;4685;4241;3765;3449;2848;2274;2019;1530;1269;949;662;790;743;162;13;1623;342
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;8132;1.23;21107;992;984;1053;974;1053;1097;1347;1259;1255;1159;1141;1058;950;860;798;726;528;477;311;318;387;364;79;8;445;161
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR;10867;1.44;24331;1085;1128;1133;1124;1387;1389;1808;1791;1693;1714;1518;1455;1281;1243;991;953;773;929;662;753;1092;1220;139;11;496;154
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR BARU;13571;1.44;30666;1450;1321;1530;1513;1911;1877;2450;2448;2235;2168;1845;1703;1489;1349;1187;1174;984;1069;796;915;1146;1231;133;12;696;179
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN BESI;11419;0.55;64904;1375;1351;1495;1392;1807;1756;2134;1821;1957;1520;1578;1230;1335;1006;942;847;646;563;434;399;443;472;100;10;543;93
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN LIMA;7743;0.46;53974;887;899;1030;963;1158;1093;1328;1161;1183;1062;1103;905;885;808;718;667;569;574;403;418;464;605;107;8;386;148
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;JOGLO;12354;4.86;8745;1672;1527;1550;1536;1706;1820;2086;2251;2069;2013;1730;1663;1524;1346;1053;1092;815;971;758;679;763;695;114;9;737;155
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;JOHAR BARU;13796;1.19;36565;1648;1556;1496;1520;1592;1693;2062;2004;1930;1980;1945;1893;1651;1616;1331;1244;918;971;632;723;876;1128;174;11;547;327
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;KALI ANYAR;8777;0.32;89853;1052;1050;1216;1087;1380;1373;1661;1459;1447;1265;1218;988;1015;834;794;714;560;585;341;348;423;443;101;9;456;95
2014;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;KALI BARU;25652;2.47;33515;3535;3353;3644;3656;3875;3560;4408;4225;3896;3767;3198;2765;2483;2169;1884;1801;1242;1304;882;813;981;1013;172;14;1684;489
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;KALIBATA;14307;2.2;21399;1778;1633;1621;1745;1881;1913;2341;2384;2266;2229;2195;1901;1724;1591;1232;1260;893;961;628;635;936;971;133;10;721;260
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KALIDERES;23731;5.72;13620;3111;2910;3312;3189;3379;3366;4019;3847;3736;3722;3339;3143;2843;2703;2041;1962;1559;1324;901;789;934;973;182;17;1285;250
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;KALISARI;13136;2.89;15850;1907;1831;1924;1834;2009;1983;2208;2144;2067;1921;1859;1785;1606;1620;1306;1354;1119;879;665;558;597;591;103;10;756;240
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KAMAL;16698;4.49;12147;2414;2222;2337;2232;2507;2382;2953;2866;2627;2436;2334;2066;1865;1562;1310;1135;833;689;513;402;506;527;102;10;1074;119
2014;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAMAL MUARA;3754;10.53;1187;522;456;528;500;541;530;656;700;570;566;499;483;386;327;291;285;208;208;146;135;229;214;45;6;220;49
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KAMPUNG BALI;4658;0.73;19640;537;534;529;542;539;532;650;607;590;616;562;529;551;520;490;472;363;351;252;267;328;428;81;10;195;98
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;9615;0.48;63373;1160;1129;1257;1205;1309;1310;1573;1394;1338;1178;1227;1028;1030;1004;870;886;705;620;464;393;496;623;112;8;541;218
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;8247;0.3;87967;1026;986;1019;953;1125;1093;1357;1260;1271;1146;1187;1017;981;823;694;706;569;507;322;343;442;507;104;8;405;188
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KAMPUNG TENGAH;14613;2.03;23966;1980;1875;2004;1870;2111;2118;2400;2299;2290;2089;1912;1746;1753;1665;1336;1323;928;949;673;620;739;731;89;10;781;306
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;KAPUK;46708;7.18;20948;5896;5461;6091;6239;7063;6881;8525;8122;7742;6997;6360;5493;4999;4565;4047;3644;2751;2382;1726;1300;1324;1326;222;16;2491;456
2014;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAPUK MUARA;10635;10.56;3241;1334;1182;1361;1342;1536;1484;1804;1813;1569;1499;1387;1253;1126;1098;954;936;779;723;487;485;632;632;93;9;621;121
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;11204;0.51;64894;1171;1152;1211;1244;1424;1387;1707;1626;1542;1430;1385;1223;1225;1112;1084;1004;765;775;519;605;728;936;167;13;424;135
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET;3938;0.94;12822;453;400;414;373;435;411;553;586;567;554;581;583;531;453;402;376;267;253;160;189;257;371;61;7;173;70
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;5535;1.79;10021;688;677;688;690;725;735;864;853;827;842;771;726;692;652;536;571;438;388;300;261;310;373;75;6;277;99
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;973;0.9;3161;123;80;98;96;125;115;127;138;111;131;137;120;120;106;92;96;71;64;54;58;80;101;17;3;27;10
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;7441;1.53;14573;825;799;779;731;878;860;1113;1126;1135;1064;1053;957;919;698;610;595;518;439;322;301;379;436;71;9;368;121
2014;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARTINI;9634;0.55;50780;1027;979;1003;1031;1137;1120;1275;1336;1224;1196;1138;1062;1043;1006;929;886;710;771;544;557;702;1008;127;9;379;141
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KAYU MANIS;9949;0.57;52479;1170;1025;1079;1034;1164;1191;1406;1369;1338;1315;1275;1292;1155;1181;914;919;691;712;480;469;543;687;133;9;407;210
2014;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;KAYU PUTIH;15778;4.37;10965;1703;1589;1628;1554;1859;1896;2346;2377;2321;2314;2193;2233;1891;1793;1343;1262;909;980;727;850;1288;1466;182;17;632;330
2014;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;KEAGUNGAN;6473;0.32;63584;760;682;820;755;920;829;1029;975;958;863;910;753;799;695;657;582;514;448;355;343;402;548;118;10;278;114
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;KEBAGUSAN;14330;2.26;20826;1842;1788;1843;1746;1951;1999;2317;2387;2338;2268;1950;1821;1621;1475;1223;1304;901;904;634;542;658;605;88;8;793;225
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA SELATAN;14146;2.57;17806;1700;1593;1455;1481;1599;1697;2151;2154;2380;2239;2160;2073;1850;1589;1268;1297;960;1014;732;702;1020;1008;142;12;672;269
2014;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA UTARA;15751;1.78;27704;1792;1745;1765;1681;1960;1962;2536;2402;2604;2414;2288;2026;1877;1605;1382;1296;980;996;760;717;908;891;108;10;727;246
