TAHUN;NAMA PROVINSI;NAMA KABUPATEN/KOTA;NAMA KECAMATAN;NAMA KELURAHAN;JUMLAH KK;LUAS WILAYAH (KM2);KEPADATAN (JIWA/KM2);15-19 Laki-Laki;15-19 Perempuan;20-24 Laki-Laki;20-24 Perempuan;25-29 Laki-Laki;25-29 Perempuan;30-34 Laki-Laki;30-34 Perempuan;35-39 Laki-Laki;35-39 Perempuan;40-44 Laki-Laki;40-44 Perempuan;45-49 Laki-Laki;45-49 Perempuan;50-54 Laki-Laki;50-54 Perempuan;55-59 Laki-Laki;55-59 Perempuan;60-64 Laki-Laki;60-64 Perempuan;>65 Laki-Laki;>65 Perempuan;JUMLAH RT;JUMLAH RW;JUMLAH KELAHIRAN;JUMLAH KEMATIAN
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;BINTARO;18076;4.555;12628;2251;2238;2006;1982;1975;2214;2530;2671;2711;2700;2563;2478;2304;1633;2033;1573;1246;1209;820;840;1167;1177;142;15;824;236
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;TEBET;BUKIT DURI;13747;1.0701;39238;1663;1543;1516;1516;1515;1533;1786;1732;1780;1792;1720;1705;1649;1378;1550;1402;1022;1037;722;680;962;1049;152;12;590;264
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;BUNGUR;7617;0.6264;35774;815;792;826;834;981;898;1063;991;1003;941;924;815;852;703;806;738;539;567;384;418;558;658;132;10;295;85
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG BARAT;22280;6.1243;10931;2572;2341;2227;2306;2682;2793;3664;3894;3579;3801;3022;2872;2281;1470;1945;1297;1016;982;669;500;557;550;104;10;1045;256
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;CAKUNG TIMUR;20470;9.81038;6686;2516;2422;2405;2432;2727;2753;3497;3529;3191;3350;2676;2599;2259;1578;2018;1597;1316;1263;925;670;677;735;145;14;1023;267
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CAWANG;13041;1.7904;22083;1419;1448;1342;1414;1558;1523;1958;1930;1849;1817;1756;1638;1470;1255;1393;1183;868;892;590;566;765;818;121;12;549;221
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CEGER;6353;3.626;5626;812;773;696;785;801;862;956;1003;999;1017;886;787;726;576;714;549;404;395;326;290;310;275;39;5;300;112
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;CEMPAKA BARU;12772;0.9933;40022;1581;1491;1369;1377;1424;1443;1750;1782;1784;1844;1753;1721;1696;1156;1516;1151;843;807;551;624;1016;926;138;10;536;166
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH BARAT;13318;1.2187;33858;1617;1547;1392;1433;1458;1507;1778;1758;1796;1942;1832;1832;1754;1285;1597;1279;903;941;631;628;1010;967;152;13;524;234
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;CEMPAKA PUTIH;CEMPAKA PUTIH TIMUR;9178;2.226;12745;1138;1053;891;913;1001;1008;1222;1155;1199;1353;1288;1287;1253;957;1129;943;597;683;499;490;927;923;106;8;295;141
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;CENGKARENG BARAT;22939;3.6059;20240;2725;2519;2501;2609;2868;2823;3721;3605;3495;3630;3173;3057;2683;1898;2466;1925;1415;1480;992;958;1260;1352;182;16;1049;346
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;CENGKARENG TIMUR;28392;4.515;19420;3175;3193;3215;3118;3641;3783;4498;4571;4439;4306;3745;3500;3019;2297;2897;2240;1646;1596;957;1001;1142;1108;225;17;1363;364
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIBUBUR;22302;4.5029;16172;2749;2725;2638;2710;2803;2877;3243;3517;3338;3359;3006;2944;2645;2034;2532;2171;1638;1691;1134;1081;1366;1185;153;14;1020;369
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;CIDENG;6536;1.2638;15108;645;661;607;695;730;675;814;854;766;781;779;770;762;710;736;660;580;567;377;454;649;810;114;10;201;118
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIGANJUR;12206;3.376;11752;1452;1512;1364;1399;1377;1529;1907;2009;1922;1926;1844;1687;1494;1122;1339;1068;787;751;500;450;561;597;63;6;608;168
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;CIJANTUNG;14138;2.3837;19155;1710;1665;1685;1685;1785;1902;2207;2252;2080;2094;1883;1918;1646;1357;1586;1341;1019;1031;745;629;680;721;110;11;715;204
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;CIKINI;3317;0.8209;12060;387;349;375;357;402;354;440;419;422;448;390;387;358;358;390;365;270;274;178;208;242;263;66;5;116;69
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;CIKOKO;4260;0.7169;17864;452;448;417;406;463;459;608;665;672;631;567;524;499;381;477;394;268;275;189;196;257;279;42;5;190;68
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;CILANDAK BARAT;19160;6.046;9592;2122;2105;1945;1857;2045;2114;2466;2576;2634;2733;2600;2546;2378;1860;2297;1793;1342;1348;889;857;1382;1395;148;13;750;241
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;CILANDAK TIMUR;9435;3.5266;8037;960;961;950;1105;1252;1135;1532;1354;1412;1367;1254;1184;1044;743;917;787;573;507;288;319;466;421;72;7;479;136
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CILANGKAP;8746;6.0354;4741;1216;1178;1137;1129;1123;1190;1275;1337;1277;1305;1254;1220;1067;840;1058;668;509;482;280;257;323;367;46;6;438;123
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;CILILITAN;15410;1.76353;26926;1764;1620;1688;1715;1816;1874;2275;2330;2227;2158;2031;2012;1748;1394;1631;1416;1025;1088;716;750;952;986;130;16;661;252
2015;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;CILINCING;15986;6.3125;8048;1879;1877;1893;1987;2197;2218;2633;2568;2423;2357;2027;1912;1529;1193;1424;1292;961;964;613;584;628;687;133;10;957;290
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;CIPAYUNG;8359;3.085;8813;1106;1010;1017;1084;1091;1123;1292;1289;1294;1235;1080;1122;976;789;894;783;569;557;408;323;367;425;59;8;469;137
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;CIPEDAK;11595;3.9705;9898;1656;1592;1482;1407;1390;1563;1710;1859;1752;1912;1754;1681;1459;1134;1314;1062;802;747;483;400;508;566;64;6;623;168
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;CIPETE SELATAN;9940;2.3223;13179;1210;1105;1084;1097;1135;1135;1388;1391;1368;1321;1335;1371;1199;1095;1185;987;666;667;449;408;646;698;75;7;422;109
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;CIPETE UTARA;12656;1.825;21210;1457;1460;1314;1334;1397;1426;1801;1800;1915;1916;1706;1608;1611;1197;1334;1111;826;775;527;508;719;710;105;11;525;164
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;CIPINANG;15578;1.53;30303;1743;1618;1543;1591;1715;1756;2070;2021;2015;2122;2073;2065;1897;1512;1851;1462;1030;1014;617;705;1191;1121;183;18;646;232
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR SELATAN;12448;1.6259;24625;1661;1522;1411;1463;1599;1627;1905;1901;1903;1825;1695;1544;1431;1129;1342;1112;819;816;548;560;726;754;130;10;585;207
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG BESAR UTARA;18303;1.152;49615;2325;2107;2097;2098;2379;2190;2743;2705;2809;2497;2381;2119;1968;1598;1899;1640;1224;1190;771;772;1002;1097;192;14;827;387
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG CEMPEDAK;12331;1.29;29712;1542;1458;1276;1329;1358;1315;1563;1569;1589;1621;1583;1668;1554;1340;1525;1412;976;985;706;728;1053;1251;154;11;476;294
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;CIPINANG MELAYU;15440;2.5279;19382;1983;1881;1654;1683;1691;1933;2244;2359;2259;2242;2059;1927;1774;1418;1741;1473;1099;1221;848;765;1022;1031;135;13;656;230
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;CIPINANG MUARA;20754;2.895;22315;2323;2136;2137;2197;2424;2463;3109;3166;3215;3262;2817;2558;2209;1785;2148;1807;1409;1593;1082;1092;1668;1550;184;16;880;325
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;CIPULIR;14178;1.933;22984;1706;1670;1486;1500;1587;1643;2018;2017;2195;2171;1989;1911;1793;1262;1592;1270;960;908;592;600;870;824;139;11;645;207
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;CIRACAS;22729;3.9303;18415;2873;2787;2655;2839;2894;3107;3573;3577;3412;3221;2828;2879;2544;2151;2475;2174;1496;1651;1137;897;764;926;141;10;1154;364
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;DUKUH;8587;1.9809;13993;1081;1067;947;997;1087;1153;1298;1412;1344;1243;1158;1111;955;762;929;765;548;608;417;353;433;438;66;6;461;154
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;DUREN SAWIT;DUREN SAWIT;21047;4.5555;14939;2635;2613;2341;2316;2499;2626;3321;3407;3392;3334;2884;2869;2400;1864;2154;2008;1404;1478;1143;1181;1510;1505;182;17;928;345
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;DUREN TIGA;10417;1.924;16774;1217;1190;1091;1152;1156;1155;1372;1483;1497;1484;1466;1429;1363;1094;1206;991;688;634;412;423;780;713;79;7;422;145
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;DURI KEPA;21541;3.87;17147;2262;2258;2249;2302;2707;2836;3457;3436;3255;3232;2712;2606;2171;1749;2099;1826;1468;1667;1236;1272;1670;1689;137;14;920;281
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;DURI KOSAMBI;25636;5.91;14289;3225;3262;3289;3371;3499;3661;4216;4245;3917;3926;3416;3175;2794;2254;2751;2311;1746;1741;1108;891;1011;1152;172;15;1204;311
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;DURI PULO;7727;0.7071;35207;984;926;860;931;1023;960;1172;1105;1120;1076;1005;982;964;846;876;788;585;584;421;424;593;650;123;11;296;138
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI SELATAN;5295;0.343;49487;601;581;628;657;657;675;810;785;766;746;694;636;655;512;584;534;401;415;293;319;440;525;70;6;218;89
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;DURI UTARA;7524;0.405;59343;927;903;887;890;1027;953;1132;1157;1117;1058;1006;890;917;751;801;651;545;517;340;384;500;564;93;8;304;114
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;GALUR;6982;0.262;84023;867;839;807;843;886;850;1080;1026;1001;959;998;838;832;687;732;628;491;449;278;286;411;433;84;7;315;102
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;GAMBIR;GAMBIR;1123;2.5828;1273;147;127;127;117;141;96;153;137;141;136;166;144;160;120;146;108;71;98;53;54;99;95;13;3;20;20
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;CILANDAK;GANDARIA SELATAN;8013;1.77;14028;988;948;861;798;867;927;1078;1158;1163;1178;1029;1065;1008;855;921;799;555;495;358;325;515;536;75;7;354;112
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GANDARIA UTARA;14730;1.5207;30033;1742;1730;1487;1517;1575;1626;2045;2099;2057;2097;2006;2114;1898;1490;1739;1429;1062;1032;677;726;1069;1094;147;15;586;266
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;GEDONG;12541;2.634;15223;1511;1490;1474;1466;1518;1566;1892;1853;1878;1839;1667;1754;1512;1180;1409;1124;840;848;622;628;746;775;117;12;556;181
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;GELORA;1280;2.5913;1451;128;134;126;124;131;150;147;150;184;176;166;184;162;112;142;126;96;81;70;68;105;102;12;2;46;22
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;GLODOK;3176;0.376;23205;244;251;284;258;298;316;391;376;330;340;290;307;302;297;309;326;312;320;288;300;453;539;61;5;91;81
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;MENTENG;GONDANGDIA;1537;1.4582;3373;176;159;164;161;185;190;174;201;157;193;196;197;170;178;202;173;157;165;98;138;261;284;40;5;48;23
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;GROGOL;6652;1.2248;16074;660;649;628;647;793;768;852;900;899;824;879;796;774;698;725;687;508;455;336;357;599;688;114;10;256;101
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL SELATAN;15900;2.865;174115;1858;1866;1723;1846;1874;1851;2256;2274;2267;2310;2157;2119;2016;1630;1855;1492;1100;1077;740;691;963;959;117;11;727;268
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;GROGOL UTARA;15738;3.325;14721;1874;1781;1747;1636;1833;1814;2245;2206;2281;2324;2168;2064;1942;1652;1812;1515;1028;994;711;621;1001;1042;166;16;659;216
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;GUNTUR;1561;0.6594;6928;161;154;163;138;165;150;157;186;195;213;184;194;186;158;184;177;132;152;117;120;172;203;23;3;46;26
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;GUNUNG;3447;1.323;8057;420;418;370;356;382;380;400;399;411;425;416;444;451;434;440;369;269;273;198;211;343;392;69;7;92;55
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;GUNUNG SAHARI SELATAN;7818;1.531;15573;898;913;834;884;886;844;1063;1029;980;982;969;957;930;801;918;758;616;622;466;495;682;696;122;10;289;191
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;GUNUNG SAHARI UTARA;6792;1.8967;10627;783;719;663;673;706;675;802;793;764;854;868;905;795;768;812;753;586;571;409;471;724;835;99;7;210;117
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MAKASAR;HALIM PERDANA KUSUMAH;9234;13.0685;2623;1577;1472;1210;1317;1554;1400;1396;1480;1391;1583;1593;1573;1459;1138;1402;1038;767;541;330;297;386;367;146;16;440;107
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;HARAPAN MULIA;8696;0.5345;52367;1118;1019;950;1010;1063;1053;1355;1331;1294;1248;1187;1160;1091;863;977;783;600;677;424;401;564;626;120;9;364;110
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;JAGAKARSA;20240;4.85;13678;2752;2661;2333;2389;2448;2503;3026;3257;3168;3260;2865;2811;2420;1895;2244;1898;1385;1395;914;796;1027;1015;82;7;961;289
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATI;12139;2.155;17725;1481;1364;1273;1178;1257;1356;1565;1693;1763;1797;1760;1769;1543;1189;1501;1197;849;862;654;706;1288;1201;137;11;498;245
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;JATI PADANG;13228;2.4977;16889;1598;1573;1483;1448;1523;1639;1983;2044;2010;2037;1810;1736;1521;1214;1473;1234;902;977;639;605;870;880;101;10;572;199
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;PALMERAH;JATI PULO;10695;0.876;38484;1368;1239;1240;1203;1320;1257;1568;1524;1553;1489;1345;1354;1255;1011;1151;998;735;812;476;468;714;766;150;10;448;184
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;JATINEGARA;33130;6.5975;14857;3589;3336;3456;3593;4021;4143;5487;5471;5145;4987;4504;4273;3745;2574;3095;2386;1748;1546;1070;813;829;923;172;14;1536;275
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;8956;1.2345;22398;1072;1056;1039;1041;1070;1101;1345;1275;1350;1303;1201;1110;1028;878;916;835;590;564;357;328;444;423;81;8;375;125
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR;11261;1.4447;23959;1108;1097;1069;1034;1271;1271;1663;1692;1672;1709;1480;1468;1310;997;1221;1005;758;895;620;746;1216;1169;139;11;440;176
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;JELAMBAR BARU;14182;1.438;307643;1458;1386;1382;1419;1733;1751;2351;2381;2211;2154;1933;1815;1475;1226;1348;1215;969;1066;792;981;1276;1269;133;12;518;198
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN BESI;11865;0.5531;64119;1319;1381;1244;1309;1632;1666;2048;1795;1966;1539;1531;1250;1398;985;995;919;681;565;419;401;448;504;100;10;569;114
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;JEMBATAN LIMA;8142;0.4631;53585;883;880;922;940;1055;1039;1249;1132;1220;1086;1087;891;910;753;800;718;559;576;400;421;534;568;107;8;324;156
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;JOGLO;13315;4.859;9050;1655;1561;1546;1534;1661;1789;2081;2234;2135;2151;1837;1742;1573;1101;1368;1134;869;1009;758;723;806;808;114;9;616;160
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;JOHAR BARU;14108;1.191;37197;1776;1651;1561;1530;1549;1627;2020;2012;1955;1989;1954;1928;1717;1397;1692;1369;957;991;697;771;1016;1091;174;11;575;279
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;KALI ANYAR;9128;0.318;90113;1046;1074;984;1087;1253;1270;1591;1426;1474;1330;1205;1007;1028;840;840;764;559;599;352;352;411;404;101;9;427;137
2015;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;KALI BARU;27139;2.467;33885;3363;3297;3349;3287;3714;3483;4125;4005;3945;3951;3214;2969;2582;1936;2229;1912;1340;1417;865;822;1144;1044;172;14;1571;545
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PANCORAN;KALIBATA;14919;2.286;20848;1721;1669;1666;1546;1806;1929;2282;2323;2274;2236;2195;2014;1800;1311;1625;1397;953;981;605;653;1019;955;133;10;669;203
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KALIDERES;24894;5.7105;13840;3019;2957;3117;3018;3239;3272;3899;3853;3778;3837;3341;3265;2919;2167;2796;2139;1613;1413;896;834;915;1011;182;17;1226;260
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PASAR REBO;KALISARI;13771;2.8945;16127;2013;1887;1802;1852;1877;1986;2120;2154;1955;1999;1811;1842;1654;1342;1678;1408;1168;994;709;567;662;630;103;10;672;220
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;KAMAL;19310;4.9027;12671;2909;2674;2493;2457;2774;2684;3247;3216;3027;2932;2516;2255;2103;1461;1833;1301;955;852;550;452;626;691;102;10;1002;150
2015;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAMAL MUARA;3982;10.534;1230;520;506;480;514;544;535;632;687;603;606;519;522;428;293;352;311;218;233;165;141;237;243;45;6;175;62
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KAMPUNG BALI;4700;0.734;19676;542;586;493;541;532;504;621;581;608;609;566;532;546;506;537;474;370;354;272;272;360;439;81;10;190;102
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;JATINEGARA;KAMPUNG MELAYU;9944;0.4783;64181;1170;1135;1153;1189;1236;1228;1555;1446;1366;1212;1225;1031;1070;908;996;940;735;668;475;412;576;562;120;9;403;187
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;KAMPUNG RAWA;8228;0.3011;86795;1036;1014;916;951;1044;1060;1277;1235;1272;1154;1106;1020;993;701;855;717;575;531;345;351;474;463;104;8;329;167
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;KRAMAT JATI;KAMPUNG TENGAH;15548;2.0252;24648;1985;1922;1835;1843;2073;2088;2383;2329;2316;2185;1938;1876;1774;1406;1672;1445;1005;994;675;672;748;801;89;10;730;261
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;CENGKARENG;KAPUK;47686;5.6268;26338;5555;5416;5522;5337;6324;6511;7853;7883;7489;7167;6291;5643;4981;4061;4656;3841;2866;2579;1689;1386;1343;1389;222;16;2178;518
2015;PROVINSI DKI JAKARTA;JAKARTA UTARA;PENJARINGAN;KAPUK MUARA;11907;10.055;3638;1399;1296;1359;1331;1552;1547;1797;1893;1764;1715;1442;1355;1231;1018;1133;998;877;830;531;509;678;719;102;10;570;107
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARANG ANYAR;11241;0.511;64609;1176;1186;1193;1203;1344;1303;1638;1566;1527;1435;1351;1229;1254;1119;1121;1038;777;788;552;648;809;906;167;13;415;175
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET;3949;0.9363;12509;479;404;350;380;405;363;492;547;554;532;558;558;527;425;458;410;260;254;173;184;297;312;61;7;148;73
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET KUNINGAN;5858;1.789;10143;623;624;674;654;687;677;836;888;877;869;797;754;690;579;641;618;417;439;305;281;327;405;75;6;243;96
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;KARET SEMANGGI;1057;0.8979;3234;91;87;92;104;121;111;134;137;108;132;133;127;124;102;108;99;65;74;62;60;81;93;17;3;31;10
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;TANAH ABANG;KARET TENGSIN;7651;1.5343;14802;879;826;738;768;863;873;1084;1100;1127;1116;1053;993;939;649;704;621;519;477;319;307;424;445;71;9;312;113
2015;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SAWAH BESAR;KARTINI;9745;0.568;49493;1107;1057;987;988;1054;1045;1257;1294;1233;1235;1123;1074;1029;992;994;922;740;807;561;572;791;986;127;9;313;178
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;KAYU MANIS;10273;0.576;52384;1111;1042;1024;1075;1115;1057;1335;1399;1314;1309;1298;1313;1182;959;1195;957;702;749;514;500;605;707;133;9;417;183
2015;PROVINSI DKI JAKARTA;JAKARTA TIMUR;PULO GADUNG;KAYU PUTIH;15993;4.3715;10735;1660;1534;1452;1522;1671;1739;2121;2266;2249;2247;2137;2246;1831;1375;1773;1354;935;986;678;852;1445;1382;182;17;617;245
2015;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;KEAGUNGAN;6912;0.3176;64430;742;688;691;738;831;828;988;926;945;885;929;780;805;717;696;623;529;458;366;363;462;536;118;10;292;127
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PASAR MINGGU;KEBAGUSAN;15273;2.26;21747;1885;1845;1790;1884;1928;2061;2391;2408;2371;2369;2011;1939;1766;1345;1585;1425;943;988;662;562;663;742;88;8;789;229
2015;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN LAMA;KEBAYORAN LAMA SELATAN;14603;2.5722;17579;1675;1585;1404;1356;1498;1569;1990;2025;2247;2227;2139;2087;1887;1269;1624;1317;949;1053;703;697;1105;937;142;12;601;241
