TAHUN;NAMA PROVINSI;NAMA KABUPATEN/KOTA;NAMA KECAMATAN;NAMA KELURAHAN;JUMLAH KK;LUAS WILAYAH (KM2);KEPADATAN (JIWA/KM2);15-19 Laki-Laki;15-19 Perempuan;20-24 Laki-Laki;20-24 Perempuan;25-29 Laki-Laki;25-29 Perempuan;30-34 Laki-Laki;30-34 Perempuan;35-39 Laki-Laki;35-39 Perempuan;40-44 Laki-Laki;40-44 Perempuan;45-49 Laki-Laki;45-49 Perempuan;50-54 Laki-Laki;50-54 Perempuan;55-59 Laki-Laki;55-59 Perempuan;60-64 Laki-Laki;60-64 Perempuan;>65 Laki-Laki;>65 Perempuan;JUMLAH RT;JUMLAH RW;JUMLAH KEMATIAN;JUMLAH KELAHIRAN
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;ROROTAN;11512;10.64;3859;1935;1895;3830;1767;1665;3432;1752;1690;3442;1876;1934;3810;2204;2307;4511;1866;1887;3753;1623;1482;5069;4414;136;12;216;724
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SELONG;1415;1.4;3014;145;165;125;115;140;129;168;168;178;188;181;195;193;189;162;154;104;120;82;91;155;194;35;4;21;43
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;SEMANAN;23168;5.98;13037;3750;3561;7311;3263;3043;6306;3324;3184;6508;3687;3587;7274;4380;4400;8780;3925;3656;7581;3374;3051;10507;8797;116;12;248;1292
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER BARAT;24886;4.44;18003;3608;3384;6992;3113;2981;6094;3281;3138;6419;3579;3703;7282;4317;4495;8812;3826;3776;7602;3344;3201;10697;8991;246;17;434;1351
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;SEMPER TIMUR;12155;3.17;12725;1911;1845;3756;1678;1551;3229;1686;1544;3230;1683;1668;3351;1992;2151;4143;1894;1964;3858;1786;1685;5755;4987;107;11;228;667
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;KEBAYORAN BARU;SENAYAN;1415;1.53;2856;154;156;137;154;172;172;198;212;176;192;224;195;173;164;156;128;109;104;68;77;110;120;24;3;22;50
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;SENEN;SENEN;2809;0.81;10158;312;251;281;290;312;460;383;437;398;428;362;315;302;278;274;254;224;207;184;152;249;155;37;5;46;99
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SERDANG;10645;0.82;41837;1522;1374;1282;1155;1147;1212;1265;1486;1603;1559;1605;1721;1640;1460;1301;922;901;627;650;418;1173;748;113;7;64;482
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;SETIA BUDI;SETIA BUDI;1222;0.94;3852;151;113;121;107;132;143;199;172;168;179;147;170;156;153;115;117;84;74;59;54;85;104;17;3;22;38
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIPAYUNG;SETU;5678;3.25;6028;784;776;757;817;810;783;945;982;937;928;857;824;705;640;512;471;392;354;254;211;247;262;44;6;72;283
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;PALMERAH;SLIPI;5878;0.97;19980;814;713;1527;775;651;1426;719;726;1445;856;852;1708;1043;951;1994;875;840;1715;825;743;2819;2619;81;7;79;288
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEMBANGAN;SRENGSENG;13540;4.92;9446;2064;1866;3930;1850;1744;3594;1912;1849;3761;2109;2109;4218;2364;2404;4768;2270;2224;4494;1946;1782;6361;5768;98;12;142;765
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;SRENGSENG SAWAH;17933;6.75;8912;2412;2236;2352;2078;2385;2385;2936;2998;2783;2874;2710;2587;2227;2034;1515;1460;1107;1139;780;762;1061;1076;157;19;290;912
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI SELATAN;11827;1.57;26532;1829;1748;3577;1580;1483;3063;1645;1751;3396;2049;2002;4051;2340;2242;4582;2094;1884;3978;1798;1596;5778;5010;78;8;162;738
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KEBON JERUK;SUKABUMI UTARA;12049;1.6;26438;1800;1651;3451;1544;1547;3091;1559;1638;3197;2005;1899;3904;2223;2242;4465;2026;1978;4004;1932;1647;6007;5203;103;11;146;679
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;CILINCING;SUKAPURA;22756;5.61;11602;2812;2613;5425;2212;2191;4403;2502;2719;5221;3376;3696;7072;4293;5339;9632;3595;3572;7167;2693;2184;7351;5697;107;11;142;1049
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;SUMUR BATU;8436;1.15;23271;1058;933;869;938;818;1032;1142;1330;1452;1372;1305;1226;1202;940;860;710;689;549;636;383;979;619;106;8;66;307
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNGAI BAMBU;11068;2.36;15221;1561;1525;3086;1425;1339;2764;1494;1313;2807;1749;1561;3310;1924;1805;3729;1694;1628;3322;1592;1401;5188;4685;104;10;170;510
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER AGUNG;24846;6.65;12234;3197;3031;6228;3051;2796;5847;3031;3063;6094;3710;3810;7520;4177;4217;8394;3982;3799;7781;3272;3124;11435;10789;280;20;196;1075
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;SUNTER JAYA;20858;4.68;14791;2744;2693;5437;2566;2382;4948;2722;2652;5374;3427;3355;6782;3967;3810;7777;3329;3023;6352;2702;2408;9122;8688;220;14;270;983
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CIRACAS;SUSUKAN;12991;2.19;19019;1637;1512;1710;1640;1962;1992;2400;2240;1988;1846;1807;1564;1493;1286;1074;1067;828;816;606;481;519;495;89;7;200;658
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TAMAN SARI;5703;0.68;26441;711;693;1404;669;624;1293;687;678;1365;729;775;1504;853;810;1663;737;740;1477;729;699;2672;2499;106;8;69;208
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;TAMBORA;4061;0.28;45375;506;493;999;497;439;936;497;471;968;588;544;1132;646;593;1239;598;522;1120;544;451;1805;1713;59;7;58;189
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMBORA;TANAH SEREAL;9470;0.62;49860;1286;1170;2456;1099;1174;2273;1285;1200;2485;1386;1388;2774;1536;1382;2918;1344;1271;2615;1270;1189;4455;4249;158;15;149;398
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;JOHAR BARU;TANAH TINGGI;13894;0.62;71177;1922;1820;1666;1813;1698;1933;1903;2208;2118;2013;1776;1841;1680;1594;1437;1263;1200;954;955;646;1271;686;196;14;279;595
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;TAMAN SARI;TANGKI;5685;0.37;43827;605;600;1205;585;536;1121;597;651;1248;691;798;1489;806;809;1615;718;734;1452;651;682;2360;2241;83;7;99;186
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;JAGAKARSA;TANJUNG BARAT;12026;3.65;11460;1691;1547;1588;1539;1715;1773;2086;2184;2017;2022;1826;1683;1433;1315;1072;1107;802;824;599;502;645;675;66;6;141;684
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN SELATAN;9137;1.76;15915;1053;920;1973;855;836;1691;932;925;1857;1220;1210;2430;1638;1637;3275;1413;1447;2860;1268;1244;4125;3697;91;7;93;407
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TANJUNG DUREN UTARA;6550;1.11;18227;758;651;1409;620;562;1182;628;649;1277;812;859;1671;1074;1199;2273;1030;997;2027;843;806;2830;2422;90;7;91;275
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;TANJUNG PRIOK;13970;5.59;7794;1895;1800;3695;1726;1620;3346;1716;1658;3374;2025;1872;3897;2391;2325;4716;2238;2324;4562;1957;1832;6326;5453;158;16;320;674
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET BARAT;7666;1.72;14080;895;874;795;798;851;880;995;1075;1060;1058;1086;1159;1093;1024;837;851;536;610;431;453;650;845;103;8;136;254
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;TEBET;TEBET TIMUR;6401;1.39;14544;793;699;597;628;661;708;803;870;838;890;948;1004;911;943;713;728;532;514;342;367;571;848;109;11;120;228
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;KALI DERES;TEGAL ALUR;28680;4;23429;4264;4055;8319;3579;3559;7138;4083;3970;8053;4591;4553;9144;5652;5470;11122;4531;4325;8856;3806;3460;11946;10570;162;16;318;1532
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;MAMPANG PRAPATAN;TEGAL PARANG;11312;1.06;34830;1441;1349;1500;1436;1670;1656;1972;1869;1826;1683;1614;1449;1333;1161;984;897;694;677;448;439;499;527;66;7;130;552
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;TOMANG;10844;1.88;18103;1387;1256;2643;1225;1167;2392;1263;1141;2404;1449;1365;2814;1662;1633;3295;1583;1589;3172;1594;1456;5274;4950;174;16;137;408
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU SELATAN;13129;1.86;22869;1865;1832;3697;1713;1597;3310;1897;1847;3744;2235;2093;4328;2494;2393;4887;1992;1989;3981;1681;1538;5328;4694;95;7;159;809
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;KOJA;TUGU UTARA;24659;2.37;34123;3508;3357;6865;3163;2961;6124;3367;3241;6608;3954;3748;7702;4373;4297;8670;3892;3740;7632;3301;3007;10418;8994;214;19;391;1447
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;CAKUNG;UJUNG MENTENG;9334;4.43;6972;1264;1156;1271;1262;1406;1340;1587;1667;1420;1441;1345;1289;1084;1000;842;804;631;586;388;300;371;342;103;10;110;418
2013;PROVINSI DKI JAKARTA;JAKARTA SELATAN;PESANGGRAHAN;ULUJAMI;13038;1.71;26161;1644;1589;1627;1559;1913;1911;2428;2397;2304;2186;2047;1826;1533;1377;1181;1146;840;848;631;542;750;682;95;9;156;749
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU SELATAN;11951;1.12;34434;1454;1370;1270;1255;1423;1527;1782;1877;1820;1810;1727;1699;1523;1475;1192;1185;864;870;576;641;879;1018;173;14;220;558
2013;PROVINSI DKI JAKARTA;JAKARTA TIMUR;MATRAMAN;UTAN KAYU UTARA;10751;1.05;31694;1217;1137;1202;1169;1330;1353;1603;1701;1606;1542;1572;1418;1290;1185;981;938;717;711;479;500;606;749;134;10;202;486
2013;PROVINSI DKI JAKARTA;JAKARTA PUSAT;KEMAYORAN;UTAN PANJANG;10456;1.05;31889;1416;1290;1233;1294;1265;1485;1413;1679;1610;1549;1462;1442;1299;1276;1163;920;912;731;719;424;899;509;139;10;3;530
2013;PROVINSI DKI JAKARTA;JAKARTA UTARA;TANJUNG PRIOK;WARAKAS;17673;1.09;49384;2264;2262;4526;2076;1995;4071;2221;2003;4224;2608;2342;4950;2968;2790;5758;2738;2664;5402;2338;2234;7668;6700;184;14;272;909
2013;PROVINSI DKI JAKARTA;JAKARTA BARAT;GROGOL PETAMBURAN;WIJAYA KUSUMA;14287;2.61;17092;1753;1748;3501;1529;1448;2977;1770;1753;3523;2301;2116;4417;2704;2529;5233;2242;2004;4246;1908;1611;6043;5525;127;10;79;656
